"userid","module","rank","Cluster","order","nextOrder"
4411,"m7",3,5,3,3
2409,"m7",3,6,1,2
2687,"m7",3,5,3,3
2557,"m7",3,1,2,3
2327,"m7",3,1,2,3
3000,"m7",3,5,3,3
2424,"m7",3,1,2,3
2523,"m7",3,5,3,3
2553,"m7",3,1,2,3
3385,"m7",3,1,2,3
2901,"m7",3,5,3,3
3272,"m7",3,3,1,3
2319,"m7",3,1,2,3
2458,"m7",3,3,1,3
2341,"m7",3,2,2,2
2707,"m7",3,1,2,3
2769,"m7",3,3,1,3
2535,"m7",3,1,2,3
2435,"m7",3,1,2,3
2664,"m7",3,3,1,3
2532,"m7",3,4,3,2
2350,"m7",3,5,3,3
3030,"m7",3,5,3,3
3407,"m7",3,5,3,3
2351,"m7",3,5,3,3
3298,"m7",3,1,2,3
2485,"m7",3,5,3,3
2422,"m7",3,7,1,1
4085,"m7",3,1,2,3
2352,"m7",3,1,2,3
2613,"m7",3,4,3,2
2708,"m7",3,5,3,3
2495,"m7",3,2,2,2
4166,"m7",3,5,3,3
2386,"m7",3,2,2,2
2461,"m7",3,1,2,3
3800,"m7",3,5,3,3
2941,"m7",3,2,2,2
2952,"m7",3,5,3,3
2948,"m7",3,1,2,3
2318,"m7",3,1,2,3
4309,"m7",3,5,3,3
3133,"m7",3,5,3,3
3866,"m7",3,1,2,3
2502,"m7",3,1,2,3
2392,"m7",3,4,3,2
2815,"m7",3,5,3,3
2800,"m7",3,5,3,3
3708,"m7",3,5,3,3
3058,"m7",3,1,2,3
2570,"m7",3,2,2,2
2788,"m7",3,1,2,3
2398,"m7",3,3,1,3
2741,"m7",3,4,3,2
2703,"m7",3,5,3,3
3901,"m7",3,5,3,3
2328,"m7",3,5,3,3
2604,"m7",2,1,3,3
3256,"m7",2,2,2,3
2389,"m7",2,1,3,3
3912,"m7",2,1,3,3
4062,"m7",2,2,2,3
3326,"m7",2,1,3,3
3421,"m7",2,3,1,3
2600,"m7",2,4,2,1
3166,"m7",2,5,2,2
4047,"m7",2,5,2,2
2534,"m7",2,6,1,2
3072,"m7",2,2,2,3
3952,"m7",2,7,3,2
2508,"m7",2,4,2,1
3126,"m7",2,2,2,3
2496,"m7",2,2,2,3
4043,"m7",2,2,2,3
3448,"m7",2,1,3,3
2513,"m7",2,3,1,3
3048,"m7",2,1,3,3
2912,"m7",2,3,1,3
3289,"m7",2,5,2,2
2448,"m7",2,2,2,3
3187,"m7",2,7,3,2
2519,"m7",2,1,3,3
2994,"m7",2,2,2,3
4229,"m7",2,6,1,2
2492,"m7",2,2,2,3
2969,"m7",2,8,1,1
2498,"m7",2,2,2,3
2694,"m7",2,1,3,3
3426,"m7",2,3,1,3
3817,"m7",2,3,1,3
3026,"m7",2,3,1,3
3254,"m7",2,2,2,3
2883,"m7",2,2,2,3
3848,"m7",2,5,2,2
3229,"m7",2,4,2,1
4434,"m7",2,3,1,3
2504,"m7",2,2,2,3
4358,"m7",2,3,1,3
2789,"m7",2,2,2,3
2767,"m7",2,2,2,3
3088,"m7",2,2,2,3
2391,"m7",2,7,3,2
2857,"m7",2,5,2,2
3219,"m7",2,2,2,3
2512,"m7",2,5,2,2
4300,"m7",2,5,2,2
2400,"m7",2,2,2,3
2425,"m7",2,1,3,3
4460,"m7",2,4,2,1
2803,"m7",2,2,2,3
3029,"m7",2,3,1,3
3476,"m7",2,2,2,3
2787,"m7",2,1,3,3
3303,"m7",2,1,3,3
2443,"m7",2,3,1,3
2383,"m7",2,1,3,3
2514,"m7",2,5,2,2
4407,"m7",2,2,2,3
4035,"m7",2,5,2,2
2414,"m7",2,5,2,2
3757,"m7",2,1,3,3
4052,"m7",2,1,3,3
2918,"m7",2,1,3,3
2390,"m7",2,5,2,2
2420,"m7",2,2,2,3
2416,"m7",2,2,2,3
4410,"m7",1,1,1,3
5195,"m7",1,2,3,3
4165,"m7",1,3,2,3
4193,"m7",1,4,1,1
3217,"m7",1,4,1,1
3799,"m7",1,1,1,3
3890,"m7",1,5,2,2
2956,"m7",1,1,1,3
2773,"m7",1,3,2,3
5210,"m7",1,5,2,2
2477,"m7",1,3,2,3
2718,"m7",1,5,2,2
4413,"m7",1,3,2,3
4049,"m7",1,5,2,2
2724,"m7",1,3,2,3
2515,"m7",1,3,2,3
5299,"m7",1,6,1,2
3068,"m7",1,5,2,2
2719,"m7",1,1,1,3
3931,"m7",1,5,2,2
2586,"m7",1,2,3,3
3724,"m7",1,3,2,3
3692,"m7",1,5,2,2
2367,"m7",1,2,3,3
4131,"m7",1,5,2,2
3366,"m7",1,3,2,3
4731,"m7",1,3,2,3
3967,"m7",1,1,1,3
3007,"m7",1,3,2,3
3715,"m7",1,5,2,2
2529,"m7",1,5,2,2
4489,"m7",1,1,1,3
3294,"m7",1,5,2,2
3903,"m7",1,3,2,3
2643,"m7",1,3,2,3
3428,"m7",1,5,2,2
2896,"m7",1,3,2,3
2446,"m7",1,3,2,3
4452,"m7",1,6,1,2
2886,"m7",1,1,1,3
4289,"m7",1,5,2,2
3310,"m7",1,5,2,2
4150,"m7",1,3,2,3
2646,"m7",1,3,2,3
4279,"m7",1,5,2,2
3070,"m7",1,3,2,3
3514,"m7",1,1,1,3
4606,"m7",1,5,2,2
2636,"m7",1,1,1,3
3894,"m7",1,6,1,2
4833,"m7",1,1,1,3
2748,"m7",1,3,2,3
2637,"m7",1,7,3,2
3198,"m7",1,7,3,2
4723,"m7",1,3,2,3
4400,"m7",1,2,3,3
4917,"m7",1,3,2,3
4742,"m7",1,3,2,3
2989,"m7",1,5,2,2
2660,"m7",1,6,1,2
3189,"m7",1,6,1,2
2315,"m7",1,5,2,2
4758,"m7",1,7,3,2
3971,"m7",1,1,1,3
5377,"m7",1,6,1,2
3395,"m7",1,2,3,3
2960,"m7",1,6,1,2
2377,"m7",1,3,2,3
3881,"m7",1,5,2,2
3285,"m6",3,1,3,2
2821,"m6",3,1,3,2
3185,"m6",3,1,3,2
2442,"m6",3,1,3,2
2674,"m6",3,1,3,2
3032,"m6",3,2,3,1
2388,"m6",3,3,2,2
2358,"m6",3,1,3,2
4146,"m6",3,4,3,3
74,"m6",3,1,3,2
3204,"m6",3,1,3,2
3461,"m6",3,4,3,3
4411,"m6",3,4,3,3
2409,"m6",3,2,3,1
2687,"m6",3,4,3,3
2557,"m6",3,1,3,2
2327,"m6",3,1,3,2
3000,"m6",3,4,3,3
2424,"m6",3,3,2,2
2523,"m6",3,4,3,3
2553,"m6",3,1,3,2
3385,"m6",3,1,3,2
2901,"m6",3,4,3,3
3272,"m6",3,2,3,1
2319,"m6",3,1,3,2
2458,"m6",3,2,3,1
2341,"m6",3,1,3,2
2707,"m6",3,1,3,2
2769,"m6",3,2,3,1
2535,"m6",3,1,3,2
2435,"m6",3,1,3,2
2664,"m6",3,2,3,1
2532,"m6",3,4,3,3
2350,"m6",3,4,3,3
3030,"m6",3,4,3,3
3407,"m6",3,4,3,3
2351,"m6",3,4,3,3
3298,"m6",3,1,3,2
2485,"m6",3,4,3,3
2422,"m6",3,2,3,1
4085,"m6",3,1,3,2
2352,"m6",3,1,3,2
2613,"m6",3,4,3,3
2708,"m6",3,4,3,3
2495,"m6",3,1,3,2
4166,"m6",3,4,3,3
2386,"m6",3,1,3,2
2461,"m6",3,1,3,2
3800,"m6",3,4,3,3
2941,"m6",3,1,3,2
2952,"m6",3,4,3,3
2948,"m6",3,1,3,2
2318,"m6",3,1,3,2
4309,"m6",3,4,3,3
3133,"m6",3,4,3,3
3866,"m6",3,1,3,2
2502,"m6",3,1,3,2
2392,"m6",3,4,3,3
2815,"m6",3,4,3,3
2800,"m6",3,4,3,3
3708,"m6",3,4,3,3
3058,"m6",3,1,3,2
2570,"m6",3,1,3,2
2788,"m6",3,1,3,2
2398,"m6",3,2,3,1
2741,"m6",3,4,3,3
2703,"m6",3,4,3,3
3901,"m6",3,4,3,3
2328,"m6",3,4,3,3
2604,"m6",2,1,3,3
3256,"m6",2,2,3,2
2389,"m6",2,1,3,3
3912,"m6",2,1,3,3
4062,"m6",2,2,3,2
3326,"m6",2,1,3,3
3421,"m6",2,3,2,1
2600,"m6",2,2,3,2
3166,"m6",2,2,3,2
4047,"m6",2,2,3,2
2534,"m6",2,4,3,1
3072,"m6",2,5,2,2
3952,"m6",2,1,3,3
2508,"m6",2,2,3,2
3126,"m6",2,2,3,2
2496,"m6",2,2,3,2
4043,"m6",2,2,3,2
3448,"m6",2,1,3,3
2513,"m6",2,4,3,1
3048,"m6",2,1,3,3
2912,"m6",2,4,3,1
3289,"m6",2,2,3,2
2448,"m6",2,2,3,2
3187,"m6",2,1,3,3
2519,"m6",2,1,3,3
2994,"m6",2,2,3,2
4229,"m6",2,4,3,1
2492,"m6",2,2,3,2
2969,"m6",2,4,3,1
2498,"m6",2,2,3,2
2694,"m6",2,6,2,3
3426,"m6",2,4,3,1
3817,"m6",2,4,3,1
3026,"m6",2,4,3,1
3254,"m6",2,2,3,2
2883,"m6",2,2,3,2
3848,"m6",2,2,3,2
3229,"m6",2,2,3,2
4434,"m6",2,3,2,1
2504,"m6",2,2,3,2
4358,"m6",2,3,2,1
2789,"m6",2,2,3,2
2767,"m6",2,2,3,2
3088,"m6",2,2,3,2
2391,"m6",2,1,3,3
2857,"m6",2,2,3,2
3219,"m6",2,2,3,2
2512,"m6",2,2,3,2
4300,"m6",2,2,3,2
2400,"m6",2,2,3,2
2425,"m6",2,6,2,3
4460,"m6",2,2,3,2
2803,"m6",2,2,3,2
3029,"m6",2,4,3,1
3476,"m6",2,2,3,2
2787,"m6",2,1,3,3
3303,"m6",2,1,3,3
2443,"m6",2,4,3,1
2383,"m6",2,1,3,3
2514,"m6",2,5,2,2
4407,"m6",2,2,3,2
4035,"m6",2,2,3,2
2414,"m6",2,2,3,2
3757,"m6",2,1,3,3
4052,"m6",2,1,3,3
2918,"m6",2,6,2,3
2390,"m6",2,2,3,2
2420,"m6",2,2,3,2
2416,"m6",2,2,3,2
4410,"m6",1,1,2,1
5195,"m6",1,2,3,3
4165,"m6",1,3,2,2
4193,"m6",1,4,3,1
3217,"m6",1,4,3,1
3799,"m6",1,4,3,1
3890,"m6",1,5,3,2
2956,"m6",1,4,3,1
2773,"m6",1,5,3,2
5210,"m6",1,5,3,2
2477,"m6",1,5,3,2
2718,"m6",1,5,3,2
4413,"m6",1,5,3,2
4049,"m6",1,5,3,2
2724,"m6",1,5,3,2
2515,"m6",1,5,3,2
5299,"m6",1,6,1,1
3068,"m6",1,5,3,2
2719,"m6",1,4,3,1
3931,"m6",1,5,3,2
2586,"m6",1,2,3,3
3724,"m6",1,3,2,2
3692,"m6",1,5,3,2
2367,"m6",1,2,3,3
4131,"m6",1,5,3,2
3366,"m6",1,5,3,2
4731,"m6",1,5,3,2
3967,"m6",1,4,3,1
3007,"m6",1,3,2,2
3715,"m6",1,5,3,2
2529,"m6",1,5,3,2
4489,"m6",1,1,2,1
3294,"m6",1,5,3,2
3903,"m6",1,5,3,2
2643,"m6",1,5,3,2
3428,"m6",1,5,3,2
2896,"m6",1,5,3,2
2446,"m6",1,3,2,2
4452,"m6",1,4,3,1
2886,"m6",1,1,2,1
4289,"m6",1,5,3,2
3310,"m6",1,5,3,2
4150,"m6",1,5,3,2
2646,"m6",1,3,2,2
4279,"m6",1,5,3,2
3070,"m6",1,5,3,2
3514,"m6",1,4,3,1
4606,"m6",1,5,3,2
2636,"m6",1,4,3,1
3894,"m6",1,6,1,1
4833,"m6",1,4,3,1
2748,"m6",1,3,2,2
2637,"m6",1,2,3,3
3198,"m6",1,7,2,3
4723,"m6",1,5,3,2
4400,"m6",1,2,3,3
4917,"m6",1,5,3,2
4742,"m6",1,5,3,2
2989,"m6",1,5,3,2
2660,"m6",1,4,3,1
3189,"m6",1,1,2,1
2315,"m6",1,5,3,2
4758,"m6",1,2,3,3
3971,"m6",1,4,3,1
5377,"m6",1,4,3,1
3395,"m6",1,2,3,3
2960,"m6",1,4,3,1
2377,"m6",1,5,3,2
3881,"m6",1,3,2,2
3285,"m5",3,1,2,3
2821,"m5",3,1,2,3
3185,"m5",3,1,2,3
2442,"m5",3,1,2,3
2674,"m5",3,2,3,3
3032,"m5",3,2,3,3
2388,"m5",3,3,3,2
2358,"m5",3,2,3,3
4146,"m5",3,2,3,3
74,"m5",3,1,2,3
3204,"m5",3,1,2,3
3461,"m5",3,2,3,3
4411,"m5",3,1,2,3
2409,"m5",3,4,1,3
2687,"m5",3,2,3,3
2557,"m5",3,2,3,3
2327,"m5",3,1,2,3
3000,"m5",3,2,3,3
2424,"m5",3,5,1,2
2523,"m5",3,1,2,3
2553,"m5",3,2,3,3
3385,"m5",3,2,3,3
2901,"m5",3,2,3,3
3272,"m5",3,2,3,3
2319,"m5",3,1,2,3
2458,"m5",3,2,3,3
2341,"m5",3,2,3,3
2707,"m5",3,2,3,3
2769,"m5",3,2,3,3
2535,"m5",3,1,2,3
2435,"m5",3,2,3,3
2664,"m5",3,2,3,3
2532,"m5",3,2,3,3
2350,"m5",3,1,2,3
3030,"m5",3,1,2,3
3407,"m5",3,2,3,3
2351,"m5",3,1,2,3
3298,"m5",3,1,2,3
2485,"m5",3,1,2,3
2422,"m5",3,2,3,3
4085,"m5",3,2,3,3
2352,"m5",3,2,3,3
2613,"m5",3,2,3,3
2708,"m5",3,2,3,3
2495,"m5",3,1,2,3
4166,"m5",3,1,2,3
2386,"m5",3,2,3,3
2461,"m5",3,2,3,3
3800,"m5",3,2,3,3
2941,"m5",3,1,2,3
2952,"m5",3,1,2,3
2948,"m5",3,1,2,3
2318,"m5",3,4,1,3
4309,"m5",3,2,3,3
3133,"m5",3,2,3,3
3866,"m5",3,1,2,3
2502,"m5",3,2,3,3
2392,"m5",3,2,3,3
2815,"m5",3,2,3,3
2800,"m5",3,2,3,3
3708,"m5",3,2,3,3
3058,"m5",3,1,2,3
2570,"m5",3,2,3,3
2788,"m5",3,1,2,3
2398,"m5",3,2,3,3
2741,"m5",3,2,3,3
2703,"m5",3,2,3,3
3901,"m5",3,2,3,3
2328,"m5",3,2,3,3
2604,"m5",2,1,2,3
3256,"m5",2,2,3,3
2389,"m5",2,1,2,3
3912,"m5",2,2,3,3
4062,"m5",2,1,2,3
3326,"m5",2,2,3,3
3421,"m5",2,3,3,2
2600,"m5",2,2,3,3
3166,"m5",2,1,2,3
4047,"m5",2,2,3,3
2534,"m5",2,1,2,3
3072,"m5",2,4,2,2
3952,"m5",2,1,2,3
2508,"m5",2,1,2,3
3126,"m5",2,2,3,3
2496,"m5",2,1,2,3
4043,"m5",2,1,2,3
3448,"m5",2,2,3,3
2513,"m5",2,1,2,3
3048,"m5",2,1,2,3
2912,"m5",2,1,2,3
3289,"m5",2,1,2,3
2448,"m5",2,2,3,3
3187,"m5",2,2,3,3
2519,"m5",2,2,3,3
2994,"m5",2,2,3,3
4229,"m5",2,2,3,3
2492,"m5",2,2,3,3
2969,"m5",2,2,3,3
2498,"m5",2,1,2,3
2694,"m5",2,4,2,2
3426,"m5",2,2,3,3
3817,"m5",2,1,2,3
