"userid","module","rank","Cluster","order","nextOrder"
3026,"m5",2,2,3,3
3254,"m5",2,2,3,3
2883,"m5",2,2,3,3
3848,"m5",2,2,3,3
3229,"m5",2,2,3,3
4434,"m5",2,5,1,2
2504,"m5",2,2,3,3
4358,"m5",2,3,3,2
2789,"m5",2,1,2,3
2767,"m5",2,2,3,3
3088,"m5",2,2,3,3
2391,"m5",2,1,2,3
2857,"m5",2,1,2,3
3219,"m5",2,2,3,3
2512,"m5",2,2,3,3
4300,"m5",2,1,2,3
2400,"m5",2,2,3,3
2425,"m5",2,5,1,2
4460,"m5",2,1,2,3
2803,"m5",2,1,2,3
3029,"m5",2,2,3,3
3476,"m5",2,2,3,3
2787,"m5",2,2,3,3
3303,"m5",2,2,3,3
2443,"m5",2,1,2,3
2383,"m5",2,2,3,3
2514,"m5",2,4,2,2
4407,"m5",2,6,1,3
4035,"m5",2,2,3,3
2414,"m5",2,1,2,3
3757,"m5",2,2,3,3
4052,"m5",2,2,3,3
2918,"m5",2,3,3,2
2390,"m5",2,1,2,3
2420,"m5",2,1,2,3
2416,"m5",2,2,3,3
4410,"m5",1,1,1,2
5195,"m5",1,2,3,3
4165,"m5",1,3,2,2
4193,"m5",1,4,1,3
3217,"m5",1,2,3,3
3799,"m5",1,5,2,3
3890,"m5",1,2,3,3
2956,"m5",1,5,2,3
2773,"m5",1,2,3,3
5210,"m5",1,5,2,3
2477,"m5",1,5,2,3
2718,"m5",1,2,3,3
4413,"m5",1,2,3,3
4049,"m5",1,2,3,3
2724,"m5",1,5,2,3
2515,"m5",1,5,2,3
5299,"m5",1,6,1,1
3068,"m5",1,5,2,3
2719,"m5",1,5,2,3
3931,"m5",1,5,2,3
2586,"m5",1,2,3,3
3724,"m5",1,7,3,2
3692,"m5",1,2,3,3
2367,"m5",1,2,3,3
4131,"m5",1,2,3,3
3366,"m5",1,2,3,3
4731,"m5",1,2,3,3
3967,"m5",1,5,2,3
3007,"m5",1,3,2,2
3715,"m5",1,5,2,3
2529,"m5",1,5,2,3
4489,"m5",1,7,3,2
3294,"m5",1,5,2,3
3903,"m5",1,5,2,3
2643,"m5",1,2,3,3
3428,"m5",1,5,2,3
2896,"m5",1,5,2,3
2446,"m5",1,3,2,2
4452,"m5",1,5,2,3
2886,"m5",1,7,3,2
4289,"m5",1,2,3,3
3310,"m5",1,5,2,3
4150,"m5",1,2,3,3
2646,"m5",1,7,3,2
4279,"m5",1,5,2,3
3070,"m5",1,2,3,3
3514,"m5",1,2,3,3
4606,"m5",1,5,2,3
2636,"m5",1,5,2,3
3894,"m5",1,8,3,1
4833,"m5",1,5,2,3
2748,"m5",1,3,2,2
2637,"m5",1,5,2,3
3198,"m5",1,1,1,2
4723,"m5",1,5,2,3
4400,"m5",1,5,2,3
4917,"m5",1,2,3,3
4742,"m5",1,5,2,3
2989,"m5",1,5,2,3
2660,"m5",1,5,2,3
3189,"m5",1,3,2,2
2315,"m5",1,5,2,3
4758,"m5",1,5,2,3
3971,"m5",1,2,3,3
5377,"m5",1,2,3,3
3395,"m5",1,2,3,3
2960,"m5",1,5,2,3
2377,"m5",1,5,2,3
3881,"m5",1,3,2,2
3285,"m4",3,1,1,2
2821,"m4",3,2,3,2
3185,"m4",3,3,2,2
2442,"m4",3,2,3,2
2674,"m4",3,4,3,3
3032,"m4",3,4,3,3
2388,"m4",3,4,3,3
2358,"m4",3,4,3,3
4146,"m4",3,4,3,3
74,"m4",3,3,2,2
3204,"m4",3,3,2,2
3461,"m4",3,4,3,3
4411,"m4",3,2,3,2
2409,"m4",3,5,3,1
2687,"m4",3,4,3,3
2557,"m4",3,4,3,3
2327,"m4",3,3,2,2
3000,"m4",3,4,3,3
2424,"m4",3,5,3,1
2523,"m4",3,3,2,2
2553,"m4",3,6,2,3
3385,"m4",3,4,3,3
2901,"m4",3,4,3,3
3272,"m4",3,6,2,3
2319,"m4",3,2,3,2
2458,"m4",3,4,3,3
2341,"m4",3,4,3,3
2707,"m4",3,6,2,3
2769,"m4",3,4,3,3
2535,"m4",3,2,3,2
2435,"m4",3,4,3,3
2664,"m4",3,4,3,3
2532,"m4",3,7,1,3
2350,"m4",3,3,2,2
3030,"m4",3,2,3,2
3407,"m4",3,4,3,3
2351,"m4",3,2,3,2
3298,"m4",3,2,3,2
2485,"m4",3,3,2,2
2422,"m4",3,4,3,3
4085,"m4",3,4,3,3
2352,"m4",3,6,2,3
2613,"m4",3,4,3,3
2708,"m4",3,4,3,3
2495,"m4",3,2,3,2
4166,"m4",3,2,3,2
2386,"m4",3,6,2,3
2461,"m4",3,6,2,3
3800,"m4",3,4,3,3
2941,"m4",3,3,2,2
2952,"m4",3,2,3,2
2948,"m4",3,1,1,2
2318,"m4",3,5,3,1
4309,"m4",3,4,3,3
3133,"m4",3,4,3,3
3866,"m4",3,3,2,2
2502,"m4",3,6,2,3
2392,"m4",3,4,3,3
2815,"m4",3,4,3,3
2800,"m4",3,4,3,3
3708,"m4",3,4,3,3
3058,"m4",3,2,3,2
2570,"m4",3,6,2,3
2788,"m4",3,2,3,2
2398,"m4",3,4,3,3
2741,"m4",3,4,3,3
2703,"m4",3,4,3,3
3901,"m4",3,4,3,3
2328,"m4",3,4,3,3
2604,"m4",2,1,2,2
3256,"m4",2,2,2,3
2389,"m4",2,3,3,2
3912,"m4",2,4,3,3
4062,"m4",2,1,2,2
3326,"m4",2,4,3,3
3421,"m4",2,4,3,3
2600,"m4",2,2,2,3
3166,"m4",2,3,3,2
4047,"m4",2,4,3,3
2534,"m4",2,3,3,2
3072,"m4",2,1,2,2
3952,"m4",2,1,2,2
2508,"m4",2,3,3,2
3126,"m4",2,2,2,3
2496,"m4",2,3,3,2
4043,"m4",2,3,3,2
3448,"m4",2,2,2,3
2513,"m4",2,3,3,2
3048,"m4",2,3,3,2
2912,"m4",2,5,1,2
3289,"m4",2,1,2,2
2448,"m4",2,2,2,3
3187,"m4",2,4,3,3
2519,"m4",2,2,2,3
2994,"m4",2,4,3,3
4229,"m4",2,2,2,3
2492,"m4",2,4,3,3
2969,"m4",2,4,3,3
2498,"m4",2,3,3,2
2694,"m4",2,1,2,2
3426,"m4",2,4,3,3
3817,"m4",2,3,3,2
3026,"m4",2,6,1,3
3254,"m4",2,2,2,3
2883,"m4",2,2,2,3
3848,"m4",2,4,3,3
3229,"m4",2,4,3,3
4434,"m4",2,7,1,1
2504,"m4",2,2,2,3
4358,"m4",2,4,3,3
2789,"m4",2,1,2,2
2767,"m4",2,4,3,3
3088,"m4",2,2,2,3
2391,"m4",2,3,3,2
2857,"m4",2,1,2,2
3219,"m4",2,2,2,3
2512,"m4",2,4,3,3
4300,"m4",2,3,3,2
2400,"m4",2,4,3,3
2425,"m4",2,8,2,1
4460,"m4",2,1,2,2
2803,"m4",2,3,3,2
3029,"m4",2,4,3,3
3476,"m4",2,2,2,3
2787,"m4",2,2,2,3
3303,"m4",2,4,3,3
2443,"m4",2,3,3,2
2383,"m4",2,4,3,3
2514,"m4",2,1,2,2
4407,"m4",2,8,2,1
4035,"m4",2,4,3,3
2414,"m4",2,3,3,2
3757,"m4",2,4,3,3
4052,"m4",2,4,3,3
2918,"m4",2,4,3,3
2390,"m4",2,1,2,2
2420,"m4",2,1,2,2
2416,"m4",2,2,2,3
4410,"m4",1,1,1,1
5195,"m4",1,2,3,3
4165,"m4",1,3,2,2
4193,"m4",1,1,1,1
3217,"m4",1,2,3,3
3799,"m4",1,3,2,2
3890,"m4",1,2,3,3
2956,"m4",1,3,2,2
2773,"m4",1,4,1,3
5210,"m4",1,5,1,2
2477,"m4",1,3,2,2
2718,"m4",1,4,1,3
4413,"m4",1,2,3,3
4049,"m4",1,2,3,3
2724,"m4",1,6,3,2
2515,"m4",1,5,1,2
5299,"m4",1,1,1,1
3068,"m4",1,3,2,2
2719,"m4",1,3,2,2
3931,"m4",1,3,2,2
2586,"m4",1,2,3,3
3724,"m4",1,4,1,3
3692,"m4",1,7,2,3
2367,"m4",1,7,2,3
4131,"m4",1,2,3,3
3366,"m4",1,2,3,3
4731,"m4",1,2,3,3
3967,"m4",1,3,2,2
3007,"m4",1,6,3,2
3715,"m4",1,3,2,2
2529,"m4",1,6,3,2
4489,"m4",1,7,2,3
3294,"m4",1,3,2,2
3903,"m4",1,6,3,2
2643,"m4",1,2,3,3
3428,"m4",1,6,3,2
2896,"m4",1,3,2,2
2446,"m4",1,5,1,2
4452,"m4",1,3,2,2
2886,"m4",1,2,3,3
4289,"m4",1,7,2,3
3310,"m4",1,3,2,2
4150,"m4",1,4,1,3
2646,"m4",1,2,3,3
4279,"m4",1,3,2,2
3070,"m4",1,2,3,3
3514,"m4",1,2,3,3
4606,"m4",1,6,3,2
2636,"m4",1,6,3,2
3894,"m4",1,4,1,3
4833,"m4",1,3,2,2
2748,"m4",1,6,3,2
2637,"m4",1,3,2,2
3198,"m4",1,1,1,1
4723,"m4",1,6,3,2
4400,"m4",1,6,3,2
4917,"m4",1,7,2,3
4742,"m4",1,6,3,2
2989,"m4",1,6,3,2
2660,"m4",1,3,2,2
3189,"m4",1,6,3,2
2315,"m4",1,6,3,2
4758,"m4",1,6,3,2
3971,"m4",1,7,2,3
5377,"m4",1,7,2,3
3395,"m4",1,4,1,3
2960,"m4",1,3,2,2
2377,"m4",1,3,2,2
3881,"m4",1,6,3,2
3285,"m3",3,1,2,1
2821,"m3",3,2,3,3
3185,"m3",3,3,3,2
2442,"m3",3,2,3,3
2674,"m3",3,2,3,3
3032,"m3",3,2,3,3
2388,"m3",3,2,3,3
2358,"m3",3,2,3,3
4146,"m3",3,2,3,3
74,"m3",3,4,2,2
3204,"m3",3,3,3,2
3461,"m3",3,5,2,3
4411,"m3",3,2,3,3
2409,"m3",3,2,3,3
2687,"m3",3,2,3,3
2557,"m3",3,2,3,3
2327,"m3",3,3,3,2
3000,"m3",3,2,3,3
2424,"m3",3,2,3,3
2523,"m3",3,4,2,2
2553,"m3",3,3,3,2
3385,"m3",3,2,3,3
2901,"m3",3,2,3,3
3272,"m3",3,3,3,2
2319,"m3",3,2,3,3
2458,"m3",3,2,3,3
2341,"m3",3,2,3,3
2707,"m3",3,3,3,2
2769,"m3",3,2,3,3
2535,"m3",3,2,3,3
2435,"m3",3,2,3,3
2664,"m3",3,5,2,3
2532,"m3",3,6,3,1
2350,"m3",3,3,3,2
3030,"m3",3,2,3,3
3407,"m3",3,2,3,3
2351,"m3",3,2,3,3
3298,"m3",3,2,3,3
2485,"m3",3,3,3,2
2422,"m3",3,2,3,3
4085,"m3",3,2,3,3
2352,"m3",3,3,3,2
2613,"m3",3,5,2,3
2708,"m3",3,2,3,3
2495,"m3",3,2,3,3
4166,"m3",3,5,2,3
2386,"m3",3,3,3,2
2461,"m3",3,3,3,2
3800,"m3",3,2,3,3
2941,"m3",3,3,3,2
2952,"m3",3,2,3,3
2948,"m3",3,6,3,1
2318,"m3",3,2,3,3
4309,"m3",3,2,3,3
3133,"m3",3,2,3,3
3866,"m3",3,3,3,2
2502,"m3",3,3,3,2
2392,"m3",3,2,3,3
2815,"m3",3,2,3,3
2800,"m3",3,2,3,3
3708,"m3",3,2,3,3
3058,"m3",3,2,3,3
2570,"m3",3,3,3,2
2788,"m3",3,2,3,3
2398,"m3",3,2,3,3
2741,"m3",3,2,3,3
2703,"m3",3,2,3,3
3901,"m3",3,2,3,3
2328,"m3",3,2,3,3
2604,"m3",2,1,3,2
3256,"m3",2,1,3,2
2389,"m3",2,2,3,3
3912,"m3",2,2,3,3
4062,"m3",2,1,3,2
3326,"m3",2,2,3,3
3421,"m3",2,2,3,3
2600,"m3",2,1,3,2
3166,"m3",2,2,3,3
4047,"m3",2,2,3,3
2534,"m3",2,2,3,3
3072,"m3",2,3,2,2
3952,"m3",2,1,3,2
2508,"m3",2,2,3,3
3126,"m3",2,1,3,2
2496,"m3",2,2,3,3
4043,"m3",2,2,3,3
3448,"m3",2,3,2,2
2513,"m3",2,2,3,3
3048,"m3",2,2,3,3
2912,"m3",2,4,3,1
3289,"m3",2,1,3,2
2448,"m3",2,5,1,2
3187,"m3",2,6,2,3
2519,"m3",2,1,3,2
2994,"m3",2,2,3,3
4229,"m3",2,1,3,2
2492,"m3",2,6,2,3
2969,"m3",2,2,3,3
2498,"m3",2,2,3,3
2694,"m3",2,1,3,2
3426,"m3",2,7,1,3
3817,"m3",2,2,3,3
3026,"m3",2,8,1,1
3254,"m3",2,1,3,2
2883,"m3",2,1,3,2
3848,"m3",2,2,3,3
3229,"m3",2,2,3,3
4434,"m3",2,8,1,1
2504,"m3",2,1,3,2
4358,"m3",2,2,3,3
2789,"m3",2,1,3,2
2767,"m3",2,2,3,3
3088,"m3",2,3,2,2
2391,"m3",2,6,2,3
2857,"m3",2,3,2,2
3219,"m3",2,1,3,2
2512,"m3",2,2,3,3
4300,"m3",2,2,3,3
2400,"m3",2,2,3,3
2425,"m3",2,1,3,2
4460,"m3",2,1,3,2
2803,"m3",2,7,1,3
3029,"m3",2,7,1,3
3476,"m3",2,1,3,2
2787,"m3",2,1,3,2
3303,"m3",2,2,3,3
2443,"m3",2,2,3,3
2383,"m3",2,2,3,3
2514,"m3",2,1,3,2
4407,"m3",2,3,2,2
4035,"m3",2,2,3,3
2414,"m3",2,2,3,3
3757,"m3",2,2,3,3
4052,"m3",2,2,3,3
2918,"m3",2,2,3,3
2390,"m3",2,1,3,2
2420,"m3",2,1,3,2
2416,"m3",2,5,1,2
4410,"m3",1,1,3,1
5195,"m3",1,2,3,3
4165,"m3",1,3,3,2
4193,"m3",1,1,3,1
3217,"m3",1,2,3,3
3799,"m3",1,3,3,2
3890,"m3",1,2,3,3
2956,"m3",1,3,3,2
2773,"m3",1,4,2,1
5210,"m3",1,1,3,1
2477,"m3",1,3,3,2
2718,"m3",1,4,2,1
4413,"m3",1,2,3,3
4049,"m3",1,2,3,3
2724,"m3",1,2,3,3
2515,"m3",1,1,3,1
5299,"m3",1,1,3,1
3068,"m3",1,3,3,2
2719,"m3",1,3,3,2
3931,"m3",1,5,2,2
2586,"m3",1,2,3,3
3724,"m3",1,4,2,1
3692,"m3",1,5,2,2
2367,"m3",1,3,3,2
4131,"m3",1,6,1,3
3366,"m3",1,2,3,3
4731,"m3",1,2,3,3
3967,"m3",1,3,3,2
3007,"m3",1,2,3,3
3715,"m3",1,3,3,2
2529,"m3",1,2,3,3
4489,"m3",1,3,3,2
3294,"m3",1,3,3,2
3903,"m3",1,2,3,3
2643,"m3",1,2,3,3
3428,"m3",1,2,3,3
2896,"m3",1,3,3,2
2446,"m3",1,1,3,1
4452,"m3",1,3,3,2
2886,"m3",1,2,3,3
4289,"m3",1,3,3,2
3310,"m3",1,5,2,2
4150,"m3",1,4,2,1
2646,"m3",1,2,3,3
4279,"m3",1,5,2,2
3070,"m3",1,2,3,3
3514,"m3",1,2,3,3
4606,"m3",1,7,2,3
2636,"m3",1,7,2,3
3894,"m3",1,1,3,1
4833,"m3",1,3,3,2
2748,"m3",1,2,3,3
2637,"m3",1,3,3,2
3198,"m3",1,1,3,1
4723,"m3",1,2,3,3
4400,"m3",1,2,3,3
4917,"m3",1,3,3,2
4742,"m3",1,2,3,3
2989,"m3",1,2,3,3
2660,"m3",1,3,3,2
3189,"m3",1,2,3,3
2315,"m3",1,2,3,3
4758,"m3",1,2,3,3
3971,"m3",1,3,3,2
5377,"m3",1,3,3,2
3395,"m3",1,1,3,1
2960,"m3",1,3,3,2
2377,"m3",1,5,2,2
3881,"m3",1,7,2,3
3285,"m2",3,1,2,2
2821,"m2",3,2,3,3
3185,"m2",3,2,3,3
2442,"m2",3,2,3,3
2674,"m2",3,2,3,3
3032,"m2",3,2,3,3
2388,"m2",3,2,3,3
2358,"m2",3,3,2,3
4146,"m2",3,2,3,3
74,"m2",3,4,3,2
3204,"m2",3,2,3,3
3461,"m2",3,4,3,2
4411,"m2",3,3,2,3
2409,"m2",3,2,3,3
2687,"m2",3,2,3,3
2557,"m2",3,3,2,3
2327,"m2",3,2,3,3
3000,"m2",3,2,3,3
2424,"m2",3,2,3,3
2523,"m2",3,1,2,2
2553,"m2",3,2,3,3
3385,"m2",3,2,3,3
2901,"m2",3,2,3,3
3272,"m2",3,2,3,3
2319,"m2",3,2,3,3
2458,"m2",3,2,3,3
2341,"m2",3,2,3,3
2707,"m2",3,2,3,3
2769,"m2",3,2,3,3
2535,"m2",3,2,3,3
2435,"m2",3,2,3,3
2664,"m2",3,4,3,2
2532,"m2",3,3,2,3
2350,"m2",3,3,2,3
3030,"m2",3,2,3,3
3407,"m2",3,3,2,3
2351,"m2",3,2,3,3
3298,"m2",3,2,3,3
2485,"m2",3,2,3,3
2422,"m2",3,2,3,3
4085,"m2",3,3,2,3
2352,"m2",3,2,3,3
2613,"m2",3,4,3,2
2708,"m2",3,2,3,3
2495,"m2",3,2,3,3
4166,"m2",3,4,3,2
2386,"m2",3,3,2,3
2461,"m2",3,2,3,3
3800,"m2",3,2,3,3
2941,"m2",3,2,3,3
2952,"m2",3,3,2,3
2948,"m2",3,2,3,3
2318,"m2",3,3,2,3
4309,"m2",3,2,3,3
3133,"m2",3,2,3,3
3866,"m2",3,2,3,3
2502,"m2",3,2,3,3
2392,"m2",3,3,2,3
2815,"m2",3,2,3,3
2800,"m2",3,2,3,3
3708,"m2",3,2,3,3
3058,"m2",3,3,2,3
2570,"m2",3,2,3,3
2788,"m2",3,2,3,3
2398,"m2",3,2,3,3
2741,"m2",3,2,3,3
2703,"m2",3,2,3,3
3901,"m2",3,2,3,3
2328,"m2",3,2,3,3
2604,"m2",2,1,3,3
3256,"m2",2,2,2,3
2389,"m2",2,2,2,3
3912,"m2",2,1,3,3
4062,"m2",2,1,3,3
3326,"m2",2,1,3,3
3421,"m2",2,1,3,3
2600,"m2",2,2,2,3
3166,"m2",2,1,3,3
4047,"m2",2,1,3,3
2534,"m2",2,1,3,3
3072,"m2",2,3,2,2
3952,"m2",2,1,3,3
2508,"m2",2,1,3,3
3126,"m2",2,2,2,3
2496,"m2",2,1,3,3
4043,"m2",2,2,2,3
3448,"m2",2,4,3,2
2513,"m2",2,1,3,3
3048,"m2",2,1,3,3
2912,"m2",2,1,3,3
3289,"m2",2,2,2,3
2448,"m2",2,5,2,1
3187,"m2",2,4,3,2
2519,"m2",2,1,3,3
2994,"m2",2,1,3,3
4229,"m2",2,2,2,3
2492,"m2",2,3,2,2
2969,"m2",2,1,3,3
2498,"m2",2,2,2,3
2694,"m2",2,1,3,3
3426,"m2",2,6,3,1
3817,"m2",2,1,3,3
3026,"m2",2,6,3,1
3254,"m2",2,1,3,3
2883,"m2",2,1,3,3
3848,"m2",2,1,3,3
3229,"m2",2,2,2,3
4434,"m2",2,6,3,1
2504,"m2",2,1,3,3
4358,"m2",2,1,3,3
2789,"m2",2,1,3,3
2767,"m2",2,1,3,3
3088,"m2",2,4,3,2
2391,"m2",2,4,3,2
2857,"m2",2,3,2,2
3219,"m2",2,1,3,3
2512,"m2",2,1,3,3
4300,"m2",2,1,3,3
2400,"m2",2,1,3,3
2425,"m2",2,1,3,3
4460,"m2",2,2,2,3
2803,"m2",2,6,3,1
3029,"m2",2,5,2,1
3476,"m2",2,2,2,3
2787,"m2",2,2,2,3
3303,"m2",2,1,3,3
2443,"m2",2,1,3,3
2383,"m2",2,1,3,3
2514,"m2",2,2,2,3
4407,"m2",2,4,3,2
4035,"m2",2,1,3,3
2414,"m2",2,1,3,3
3757,"m2",2,1,3,3
4052,"m2",2,1,3,3
2918,"m2",2,1,3,3
2390,"m2",2,2,2,3
2420,"m2",2,1,3,3
2416,"m2",2,6,3,1
4410,"m2",1,1,3,3
5195,"m2",1,2,2,3
4165,"m2",1,2,2,3
4193,"m2",1,1,3,3
3217,"m2",1,1,3,3
3799,"m2",1,1,3,3
3890,"m2",1,1,3,3
2956,"m2",1,1,3,3
2773,"m2",1,3,2,2
5210,"m2",1,1,3,3
2477,"m2",1,1,3,3
2718,"m2",1,3,2,2
4413,"m2",1,1,3,3
4049,"m2",1,1,3,3
2724,"m2",1,1,3,3
2515,"m2",1,2,2,3
5299,"m2",1,4,1,3
3068,"m2",1,1,3,3
2719,"m2",1,1,3,3
3931,"m2",1,5,3,2
2586,"m2",1,1,3,3
3724,"m2",1,3,2,2
3692,"m2",1,5,3,2
2367,"m2",1,1,3,3
4131,"m2",1,6,3,1
3366,"m2",1,1,3,3
4731,"m2",1,2,2,3
3967,"m2",1,1,3,3
3007,"m2",1,1,3,3
3715,"m2",1,2,2,3
2529,"m2",1,1,3,3
4489,"m2",1,1,3,3
3294,"m2",1,1,3,3
3903,"m2",1,1,3,3
2643,"m2",1,1,3,3
3428,"m2",1,2,2,3
2896,"m2",1,1,3,3
2446,"m2",1,1,3,3
4452,"m2",1,1,3,3
2886,"m2",1,2,2,3
4289,"m2",1,1,3,3
3310,"m2",1,3,2,2
4150,"m2",1,3,2,2
2646,"m2",1,1,3,3
4279,"m2",1,3,2,2
3070,"m2",1,1,3,3
3514,"m2",1,1,3,3
4606,"m2",1,7,1,2
2636,"m2",1,3,2,2
3894,"m2",1,4,1,3
4833,"m2",1,1,3,3
2748,"m2",1,1,3,3
2637,"m2",1,1,3,3
3198,"m2",1,2,2,3
4723,"m2",1,1,3,3
4400,"m2",1,2,2,3
4917,"m2",1,1,3,3
4742,"m2",1,1,3,3
2989,"m2",1,2,2,3
2660,"m2",1,1,3,3
3189,"m2",1,2,2,3
2315,"m2",1,2,2,3
4758,"m2",1,2,2,3
3971,"m2",1,1,3,3
5377,"m2",1,1,3,3
3395,"m2",1,4,1,3
2960,"m2",1,1,3,3
2377,"m2",1,5,3,2
3881,"m2",1,5,3,2
3285,"m1",3,1,2,2
2821,"m1",3,2,3,3
3185,"m1",3,3,2,3
2442,"m1",3,3,2,3
2674,"m1",3,2,3,3
3032,"m1",3,2,3,3
2388,"m1",3,3,2,3
2358,"m1",3,4,3,2
4146,"m1",3,3,2,3
74,"m1",3,2,3,3
3204,"m1",3,2,3,3
3461,"m1",3,2,3,3
4411,"m1",3,4,3,2
2409,"m1",3,2,3,3
2687,"m1",3,2,3,3
2557,"m1",3,4,3,2
2327,"m1",3,3,2,3
3000,"m1",3,2,3,3
2424,"m1",3,2,3,3
2523,"m1",3,4,3,2
2553,"m1",3,2,3,3
3385,"m1",3,2,3,3
2901,"m1",3,2,3,3
3272,"m1",3,3,2,3
2319,"m1",3,2,3,3
2458,"m1",3,3,2,3
2341,"m1",3,2,3,3
2707,"m1",3,2,3,3
2769,"m1",3,3,2,3
2535,"m1",3,2,3,3
2435,"m1",3,2,3,3
2664,"m1",3,2,3,3
2532,"m1",3,1,2,2
2350,"m1",3,4,3,2
3030,"m1",3,2,3,3
3407,"m1",3,4,3,2
2351,"m1",3,2,3,3
3298,"m1",3,2,3,3
2485,"m1",3,2,3,3
2422,"m1",3,2,3,3
4085,"m1",3,4,3,2
2352,"m1",3,3,2,3
2613,"m1",3,2,3,3
2708,"m1",3,2,3,3
2495,"m1",3,2,3,3
4166,"m1",3,2,3,3
2386,"m1",3,4,3,2
2461,"m1",3,2,3,3
3800,"m1",3,2,3,3
2941,"m1",3,2,3,3
2952,"m1",3,4,3,2
2948,"m1",3,2,3,3
2318,"m1",3,1,2,2
4309,"m1",3,2,3,3
3133,"m1",3,2,3,3
3866,"m1",3,2,3,3
2502,"m1",3,2,3,3
2392,"m1",3,4,3,2
2815,"m1",3,2,3,3
2800,"m1",3,2,3,3
3708,"m1",3,2,3,3
3058,"m1",3,1,2,2
2570,"m1",3,2,3,3
2788,"m1",3,2,3,3
2398,"m1",3,3,2,3
2741,"m1",3,2,3,3
2703,"m1",3,2,3,3
3901,"m1",3,2,3,3
2328,"m1",3,2,3,3
2604,"m1",2,1,3,3
3256,"m1",2,2,3,2
2389,"m1",2,2,3,2
3912,"m1",2,1,3,3
4062,"m1",2,1,3,3
3326,"m1",2,1,3,3
3421,"m1",2,1,3,3
2600,"m1",2,2,3,2
3166,"m1",2,1,3,3
4047,"m1",2,1,3,3
2534,"m1",2,3,2,3
3072,"m1",2,4,1,2
3952,"m1",2,3,2,3
2508,"m1",2,3,2,3
3126,"m1",2,2,3,2
2496,"m1",2,1,3,3
4043,"m1",2,4,1,2
3448,"m1",2,1,3,3
2513,"m1",2,5,1,3
3048,"m1",2,1,3,3
2912,"m1",2,3,2,3
3289,"m1",2,6,2,2
2448,"m1",2,6,2,2
3187,"m1",2,1,3,3
2519,"m1",2,1,3,3
2994,"m1",2,1,3,3
4229,"m1",2,2,3,2
2492,"m1",2,6,2,2
2969,"m1",2,1,3,3
2498,"m1",2,4,1,2
2694,"m1",2,1,3,3
3426,"m1",2,1,3,3
3817,"m1",2,1,3,3
3026,"m1",2,1,3,3
3254,"m1",2,1,3,3
2883,"m1",2,3,2,3
3848,"m1",2,1,3,3
3229,"m1",2,6,2,2
4434,"m1",2,1,3,3
2504,"m1",2,3,2,3
4358,"m1",2,1,3,3
2789,"m1",2,3,2,3
2767,"m1",2,1,3,3
3088,"m1",2,1,3,3
2391,"m1",2,1,3,3
2857,"m1",2,2,3,2
3219,"m1",2,1,3,3
2512,"m1",2,3,2,3
4300,"m1",2,1,3,3
2400,"m1",2,1,3,3
2425,"m1",2,1,3,3
4460,"m1",2,2,3,2
2803,"m1",2,1,3,3
3029,"m1",2,2,3,2
3476,"m1",2,2,3,2
2787,"m1",2,6,2,2
3303,"m1",2,1,3,3
2443,"m1",2,5,1,3
2383,"m1",2,1,3,3
2514,"m1",2,2,3,2
4407,"m1",2,3,2,3
4035,"m1",2,1,3,3
2414,"m1",2,1,3,3
3757,"m1",2,1,3,3
4052,"m1",2,1,3,3
2918,"m1",2,1,3,3
2390,"m1",2,2,3,2
2420,"m1",2,1,3,3
2416,"m1",2,3,2,3
4410,"m1",1,1,2,3
5195,"m1",1,2,3,2
4165,"m1",1,3,2,2
4193,"m1",1,4,3,3
3217,"m1",1,4,3,3
3799,"m1",1,4,3,3
3890,"m1",1,4,3,3
2956,"m1",1,1,2,3
2773,"m1",1,5,1,2
5210,"m1",1,1,2,3
2477,"m1",1,4,3,3
2718,"m1",1,3,2,2
4413,"m1",1,1,2,3
4049,"m1",1,1,2,3
2724,"m1",1,4,3,3
2515,"m1",1,2,3,2
5299,"m1",1,6,3,1
3068,"m1",1,1,2,3
2719,"m1",1,1,2,3
3931,"m1",1,1,2,3
2586,"m1",1,4,3,3
3724,"m1",1,2,3,2
3692,"m1",1,1,2,3
2367,"m1",1,4,3,3
4131,"m1",1,4,3,3
3366,"m1",1,1,2,3
4731,"m1",1,2,3,2
3967,"m1",1,4,3,3
3007,"m1",1,1,2,3
3715,"m1",1,3,2,2
2529,"m1",1,1,2,3
4489,"m1",1,1,2,3
3294,"m1",1,1,2,3
3903,"m1",1,4,3,3
2643,"m1",1,1,2,3
3428,"m1",1,2,3,2
2896,"m1",1,4,3,3
2446,"m1",1,1,2,3
4452,"m1",1,4,3,3
2886,"m1",1,2,3,2
4289,"m1",1,1,2,3
3310,"m1",1,2,3,2
4150,"m1",1,2,3,2
2646,"m1",1,7,1,3
4279,"m1",1,3,2,2
3070,"m1",1,1,2,3
3514,"m1",1,4,3,3
4606,"m1",1,8,2,1
2636,"m1",1,2,3,2
3894,"m1",1,8,2,1
4833,"m1",1,4,3,3
2748,"m1",1,1,2,3
2637,"m1",1,1,2,3
3198,"m1",1,5,1,2
4723,"m1",1,4,3,3
4400,"m1",1,3,2,2
4917,"m1",1,4,3,3
4742,"m1",1,4,3,3
2989,"m1",1,2,3,2
2660,"m1",1,4,3,3
3189,"m1",1,5,1,2
2315,"m1",1,3,2,2
4758,"m1",1,2,3,2
3971,"m1",1,1,2,3
5377,"m1",1,4,3,3
3395,"m1",1,9,1,1
2960,"m1",1,7,1,3
2377,"m1",1,1,2,3
